user_id,location,duration,budget,mood,preferences,poi_name,rating
40007,Coorg,14,medium,Romantic,"architecture,entertainment,shopping",Abbey Falls,5
40008,Hyderabad,8,high,Romantic,"spiritual,art,shopping",Birla Mandir,4
40009,Pondicherry,3,high,Foodie,"art,food",Paradise Beach,3
40010,Andaman,2,high,Luxury,"urban hotspots,shopping",Radhanagar Beach,3
40011,Amritsar,8,high,Relaxed,"urban hotspots,art,adventure",Golden Temple,4
40012,Udaipur,5,high,Relaxed,beaches,Saheliyon ki Bari,5
40013,Hampi,13,low,Romantic,"architecture,temples,entertainment",Vijaya Vittala Temple,3
40014,Guwahati,3,high,Luxury,"nature,adventure",Saraighat Bridge,4
40015,Kolkata,14,low,Romantic,"entertainment,beaches",Dakshineswar Kali Temple,5
40016,Udaipur,4,high,Luxury,"shopping,entertainment,spiritual",Jagdish Temple,5
40017,Guwahati,4,low,Aesthetic,spiritual,Kamakhya Temple,5
40018,Udaipur,4,low,Relaxed,"temples,spiritual",Fateh Sagar Lake,5
40019,Varanasi,7,low,Romantic,spiritual,Kashi Vishwanath Temple,4
40020,Pushkar,9,low,Aesthetic,"temples,urban hotspots",Brahma Temple,4
40021,Rishikesh,11,medium,Aesthetic,temples,Neelkanth Mahadev Temple,5
40022,Mumbai,8,high,Foodie,urban hotspots,Chhatrapati Shivaji Terminus,3
40023,Agra,4,high,Adventure,entertainment,Agra Fort,3
40024,Sikkim,7,high,Luxury,temples,Nathula Pass,4
40025,Jaipur,11,low,Romantic,"food,art",City Palace,4
40026,Kolkata,3,low,Luxury,"adventure,spiritual",Victoria Memorial,5
40027,Kolkata,10,medium,Luxury,"history,entertainment",Howrah Bridge,3
40028,Amritsar,6,high,Cultural,"nature,entertainment,spiritual",Wagah Border,4
40029,Hyderabad,3,medium,Foodie,"temples,beaches",Hussain Sagar Lake,3
40030,Kolkata,5,medium,Foodie,"nature,history",Howrah Bridge,4
40031,Shimla,9,high,Foodie,"wildlife,art",Mall Road,5
40032,Mumbai,3,medium,Luxury,"wildlife,nature",Elephanta Caves,4
40033,Goa,8,high,Relaxed,"spiritual,adventure,shopping",Fort Aguada,4
40034,Jaisalmer,8,low,Adventure,beaches,Patwon Ki Haveli,4
40035,Bodhgaya,7,high,Adventure,"art,adventure,spiritual",Thai Monastery,5
40036,Manali,6,low,Foodie,architecture,Rohtang Pass,4
40037,Udaipur,14,low,Aesthetic,architecture,Saheliyon ki Bari,3
40038,Leh,7,low,Cultural,"history,shopping,architecture",Nubra Valley,5
40039,Darjeeling,4,low,Foodie,temples,Botanical Garden,4
40040,Bodhgaya,6,medium,Foodie,"nature,entertainment,architecture",Thai Monastery,3
40041,Hampi,10,low,Cultural,"entertainment,food,spiritual",Matanga Hill,3
40042,Andaman,12,high,Cultural,"beaches,history,wildlife",Ross Island,4
40043,Varanasi,12,low,Romantic,"architecture,food",Manikarnika Ghat,5
40044,Goa,14,low,Luxury,"history,shopping,beaches",Anjuna Beach,4
40045,Hampi,8,medium,Cultural,entertainment,Vijaya Vittala Temple,4
40046,Jaisalmer,6,low,Foodie,entertainment,Gadisar Lake,4
40047,Varanasi,4,high,Romantic,"food,beaches,spiritual",Sarnath,5
40048,Shimla,13,low,Luxury,"urban hotspots,art,food",The Ridge,5
40049,Mumbai,7,low,Busy,"nature,temples,adventure",Siddhivinayak Temple,5
40050,Pushkar,12,high,Cultural,"architecture,wildlife",Varaha Temple,4
40051,Coorg,13,high,Cultural,"spiritual,temples,art",Abbey Falls,5
40052,Kerala,4,high,Adventure,"nature,temples",Wayanad,5
40053,Bodhgaya,12,high,Aesthetic,"temples,adventure,spiritual",Mahabodhi Temple,4
40054,Amritsar,2,medium,Adventure,temples,Wagah Border,5
40055,Darjeeling,9,low,Busy,history,Tiger Hill,3
40056,Goa,4,high,Aesthetic,"spiritual,architecture",Calangute Beach,5
40057,Varanasi,5,low,Foodie,"entertainment,adventure",Manikarnika Ghat,5
40058,Leh,11,high,Adventure,"beaches,spiritual,wildlife",Shanti Stupa,4
40059,Jaipur,6,medium,Romantic,"architecture,nature,spiritual",Nahargarh Fort,4
40060,Darjeeling,3,medium,Adventure,"food,shopping,entertainment",Peace Pagoda,4
40061,Mysore,6,low,Aesthetic,"history,beaches,wildlife",Brindavan Gardens,4
40062,Varanasi,6,high,Foodie,"adventure,entertainment",Manikarnika Ghat,4
40063,Coorg,5,low,Cultural,"art,wildlife",Dubare Elephant Camp,3
40064,Goa,4,medium,Cultural,"entertainment,temples",Fort Aguada,3
40065,Guwahati,8,high,Cultural,history,Kamakhya Temple,4
40066,Goa,12,high,Cultural,"wildlife,history,nature",Dudhsagar Falls,4
40067,Jaipur,4,high,Cultural,shopping,Jantar Mantar,5
40068,Bodhgaya,8,high,Busy,beaches,Karmapa Monastery,4
40069,Manali,14,low,Luxury,"urban hotspots,history",Solang Valley,5
40070,Bodhgaya,12,high,Luxury,"wildlife,adventure,entertainment",Thai Monastery,5
40071,Udaipur,7,high,Foodie,wildlife,City Palace,4
40072,Rishikesh,13,high,Busy,"urban hotspots,temples,nature",Neelkanth Mahadev Temple,3
40073,Andaman,8,high,Adventure,entertainment,Radhanagar Beach,4
40074,Kolkata,13,medium,Busy,"beaches,wildlife,shopping",Victoria Memorial,5
40075,Bangalore,6,high,Busy,"architecture,spiritual,temples",Cubbon Park,5
40076,Udaipur,5,low,Relaxed,"architecture,art,adventure",Saheliyon ki Bari,3
40077,Hampi,6,medium,Adventure,"beaches,nature,spiritual",Vijaya Vittala Temple,5
40078,Mumbai,8,low,Foodie,"history,beaches",Gateway of India,4
40079,Hyderabad,4,high,Aesthetic,art,Charminar,5
40080,Darjeeling,5,high,Aesthetic,"food,beaches,entertainment",Darjeeling Himalayan Railway,3
40081,Coorg,2,low,Adventure,"nature,art",Dubare Elephant Camp,5
40082,Leh,12,medium,Busy,"art,spiritual,food",Shanti Stupa,3
40083,Delhi,14,high,Adventure,"adventure,urban hotspots,wildlife",Qutub Minar,4
40084,Darjeeling,13,low,Adventure,"beaches,entertainment,shopping",Tiger Hill,4
40085,Bodhgaya,7,medium,Luxury,adventure,Karmapa Monastery,4
40086,Kolkata,10,medium,Aesthetic,"spiritual,beaches,wildlife",Indian Museum,5
40087,Kerala,13,low,Cultural,"wildlife,art",Athirappilly Falls,3
40088,Jaipur,5,medium,Cultural,"food,urban hotspots",Hawa Mahal,3
40089,Jaipur,11,high,Aesthetic,"spiritual,adventure,architecture",City Palace,5
40090,Pondicherry,4,high,Cultural,"adventure,urban hotspots",Paradise Beach,5
40091,Goa,6,medium,Relaxed,food,Fort Aguada,5
40092,Leh,3,medium,Romantic,"entertainment,art",Magnetic Hill,3
40093,Bodhgaya,8,low,Luxury,"adventure,wildlife,temples",Mahabodhi Temple,5
40094,Jaisalmer,6,medium,Busy,"art,architecture,wildlife",Sam Sand Dunes,5
40095,Amritsar,14,low,Cultural,history,Jallianwala Bagh,4
40096,Shimla,3,high,Adventure,"beaches,nature,urban hotspots",Mall Road,4
40097,Pondicherry,9,medium,Luxury,"architecture,adventure,art",Paradise Beach,3
40098,Rishikesh,8,medium,Foodie,"temples,wildlife,entertainment",Laxman Jhula,3
40099,Guwahati,5,high,Luxury,nature,Kaziranga National Park,4
40100,Pushkar,8,medium,Cultural,"urban hotspots,wildlife,temples",Pushkar Lake,4
40101,Mysore,11,high,Cultural,"shopping,temples,adventure",St. Philomena's Church,4
40102,Hyderabad,10,medium,Aesthetic,"nature,history,adventure",Golconda Fort,4
40103,Chennai,14,low,Foodie,"shopping,food,nature",San Thome Basilica,5
40104,Pushkar,8,high,Adventure,wildlife,Savitri Temple,3
40105,Leh,13,medium,Luxury,"adventure,architecture",Magnetic Hill,3
40106,Rishikesh,5,high,Foodie,wildlife,Ram Jhula,5
40107,Goa,9,low,Relaxed,art,Baga Beach,4
40108,Mysore,11,high,Cultural,"adventure,nature",St. Philomena's Church,4
40109,Udaipur,11,high,Foodie,"history,adventure",City Palace,5
40110,Mumbai,2,medium,Aesthetic,food,Siddhivinayak Temple,5
40111,Sikkim,11,medium,Adventure,"spiritual,history",MG Marg,3
40112,Amritsar,9,low,Luxury,food,Partition Museum,5
40113,Chennai,8,low,Busy,"shopping,spiritual,urban hotspots",San Thome Basilica,4
40114,Goa,4,high,Foodie,architecture,Calangute Beach,4
40115,Shimla,9,high,Foodie,"history,nature",The Ridge,3
40116,Bangalore,14,medium,Aesthetic,nature,ISKCON Temple,5
40117,Bodhgaya,10,medium,Romantic,"entertainment,history",Great Buddha Statue,5
40118,Pushkar,13,medium,Relaxed,"nature,wildlife",Savitri Temple,5
40119,Hyderabad,2,high,Foodie,architecture,Golconda Fort,3
40120,Sikkim,14,high,Cultural,art,Nathula Pass,4
40121,Varanasi,7,medium,Luxury,"entertainment,wildlife",Dashashwamedh Ghat,5
40122,Sikkim,9,high,Relaxed,"history,urban hotspots",Nathula Pass,5
40123,Goa,4,medium,Cultural,"spiritual,temples,food",Fort Aguada,5
40124,Goa,14,high,Cultural,"art,nature,entertainment",Baga Beach,4
40125,Mumbai,13,high,Romantic,architecture,Gateway of India,3
40126,Hampi,3,low,Busy,"shopping,entertainment,nature",Virupaksha Temple,5
40127,Kolkata,3,low,Relaxed,shopping,Indian Museum,4
40128,Shimla,13,low,Relaxed,"history,spiritual,architecture",Mall Road,4
40129,Coorg,3,medium,Adventure,"urban hotspots,art",Abbey Falls,3
40130,Pondicherry,4,high,Adventure,"food,shopping,art",Paradise Beach,5
40131,Varanasi,5,high,Cultural,"spiritual,beaches",Dashashwamedh Ghat,5
40132,Mysore,11,high,Adventure,"architecture,history",Brindavan Gardens,5
40133,Agra,3,low,Luxury,beaches,Itmad-ud-Daulah,4
40134,Shimla,8,high,Romantic,"nature,temples,history",Jakhoo Temple,3
40135,Manali,13,medium,Adventure,"wildlife,architecture,shopping",Rohtang Pass,5
40136,Darjeeling,13,low,Romantic,"spiritual,beaches",Darjeeling Himalayan Railway,5
40137,Bodhgaya,10,low,Luxury,art,Bodhi Tree,5
40138,Pushkar,9,low,Foodie,"shopping,urban hotspots",Pushkar Camel Fair,3
40139,Rishikesh,5,medium,Aesthetic,"beaches,adventure,urban hotspots",Ram Jhula,3
40140,Jaisalmer,3,medium,Aesthetic,adventure,Sam Sand Dunes,5
40141,Pushkar,4,high,Relaxed,"temples,wildlife,entertainment",Brahma Temple,3
40142,Kolkata,3,low,Cultural,shopping,Indian Museum,4
40143,Darjeeling,14,high,Cultural,"architecture,art,beaches",Batasia Loop,3
40144,Andaman,3,high,Relaxed,"urban hotspots,shopping,adventure",Ross Island,5
40145,Hyderabad,8,low,Cultural,temples,Golconda Fort,4
40146,Kolkata,9,medium,Adventure,"wildlife,temples,art",Indian Museum,3
40147,Rishikesh,10,high,Busy,"entertainment,spiritual,art",Neelkanth Mahadev Temple,5
40148,Guwahati,13,medium,Busy,architecture,Pobitora Wildlife Sanctuary,4
40149,Rishikesh,8,medium,Adventure,nature,Triveni Ghat,5
40150,Mysore,14,medium,Aesthetic,"food,beaches",Mysore Palace,4
40151,Rishikesh,4,high,Busy,"wildlife,adventure,spiritual",Triveni Ghat,5
40152,Chennai,9,high,Foodie,food,Kapaleeshwarar Temple,4
40153,Coorg,10,high,Luxury,"temples,shopping,spiritual",Madikeri Fort,4
40154,Leh,8,high,Foodie,"entertainment,shopping",Leh Palace,4
40155,Agra,6,low,Foodie,shopping,Mehtab Bagh,4
40156,Agra,8,low,Cultural,"temples,wildlife",Fatehpur Sikri,3
40157,Agra,12,high,Relaxed,"urban hotspots,temples",Mehtab Bagh,4
40158,Guwahati,4,low,Aesthetic,entertainment,Kaziranga National Park,3
40159,Agra,10,high,Relaxed,"spiritual,nature,temples",Mehtab Bagh,5
40160,Andaman,3,medium,Foodie,"spiritual,beaches,history",Radhanagar Beach,4
40161,Sikkim,8,medium,Aesthetic,"adventure,history,architecture",Nathula Pass,5
40162,Hampi,4,high,Foodie,"wildlife,nature",Hampi Bazaar,4
40163,Amritsar,6,medium,Adventure,"beaches,art",Jallianwala Bagh,4
40164,Chennai,11,low,Busy,shopping,Guindy National Park,3
40165,Shimla,8,medium,Romantic,"architecture,nature",Jakhoo Temple,5
40166,Shimla,6,high,Romantic,"entertainment,urban hotspots",Mall Road,4
40167,Amritsar,8,medium,Busy,shopping,Durgiana Temple,5
40168,Pushkar,9,medium,Luxury,urban hotspots,Pushkar Lake,5
40169,Agra,6,medium,Busy,food,Mehtab Bagh,4
40170,Kolkata,4,high,Relaxed,"temples,nature",Victoria Memorial,4
40171,Agra,7,high,Foodie,temples,Itmad-ud-Daulah,5
40172,Kolkata,14,high,Foodie,"wildlife,shopping",St. Paul's Cathedral,5
40173,Hampi,3,low,Relaxed,"nature,spiritual,art",Hampi Bazaar,5
40174,Pushkar,7,medium,Aesthetic,"architecture,history,shopping",Pushkar Lake,5
40175,Jaipur,11,medium,Cultural,urban hotspots,Nahargarh Fort,3
40176,Pushkar,4,low,Cultural,shopping,Varaha Temple,3
40177,Delhi,11,medium,Relaxed,"adventure,food,shopping",Lotus Temple,3
40178,Goa,11,high,Foodie,wildlife,Anjuna Beach,4
40179,Varanasi,4,high,Romantic,"adventure,architecture,art",Kashi Vishwanath Temple,4
40180,Rishikesh,10,medium,Foodie,"spiritual,architecture,history",Triveni Ghat,4
40181,Bodhgaya,3,high,Cultural,"shopping,urban hotspots,food",Great Buddha Statue,4
40182,Delhi,10,low,Adventure,"architecture,art,history",Qutub Minar,4
40183,Coorg,7,medium,Busy,spiritual,Abbey Falls,3
40184,Varanasi,4,low,Luxury,"nature,temples,wildlife",Ramnagar Fort,3
40185,Udaipur,11,low,Luxury,"wildlife,urban hotspots,art",Fateh Sagar Lake,3
40186,Mumbai,6,high,Romantic,"entertainment,spiritual",Elephanta Caves,4
40187,Pushkar,4,high,Adventure,urban hotspots,Brahma Temple,5
40188,Mysore,13,medium,Luxury,"food,adventure",Chamundi Hill,5
40189,Rishikesh,7,low,Cultural,nature,Laxman Jhula,5
40190,Leh,3,medium,Busy,"architecture,nature",Pangong Lake,3
40191,Goa,13,high,Relaxed,"urban hotspots,history",Fort Aguada,5
40192,Chennai,5,high,Relaxed,"temples,shopping,food",Kapaleeshwarar Temple,3
40193,Goa,14,medium,Luxury,"entertainment,temples,urban hotspots",Dudhsagar Falls,5
40194,Udaipur,8,high,Romantic,temples,Fateh Sagar Lake,3
40195,Chennai,11,high,Foodie,"adventure,entertainment",San Thome Basilica,5
40196,Mumbai,9,high,Romantic,art,Marine Drive,5
40197,Amritsar,6,high,Relaxed,"temples,architecture",Durgiana Temple,3
40198,Chennai,9,high,Foodie,"shopping,spiritual",Marina Beach,4
40199,Delhi,9,high,Relaxed,"nature,food",India Gate,4
40200,Leh,10,medium,Foodie,nature,Pangong Lake,5
40201,Mumbai,10,medium,Aesthetic,"spiritual,nature,history",Chhatrapati Shivaji Terminus,5
40202,Andaman,5,high,Romantic,"beaches,adventure",Baratang Island,5
40203,Jaisalmer,14,medium,Foodie,"temples,nature,shopping",Salim Singh Ki Haveli,4
40204,Kolkata,10,medium,Romantic,"nature,temples",Howrah Bridge,3
40205,Pondicherry,5,medium,Adventure,"temples,shopping",Promenade Beach,4
40206,Sikkim,4,high,Foodie,"nature,wildlife",Tsongmo Lake,4
40207,Pushkar,11,low,Romantic,beaches,Savitri Temple,3
40208,Sikkim,7,medium,Romantic,"adventure,urban hotspots",Enchey Monastery,3
40209,Sikkim,13,high,Romantic,"nature,temples",Nathula Pass,5
40210,Goa,12,low,Busy,"food,nature",Fort Aguada,5
40211,Sikkim,10,low,Luxury,"entertainment,temples,beaches",Tsongmo Lake,4
40212,Bangalore,14,low,Busy,wildlife,Lalbagh Botanical Garden,3
40213,Kolkata,7,low,Busy,urban hotspots,St. Paul's Cathedral,4
40214,Delhi,6,low,Foodie,"urban hotspots,temples",Lotus Temple,5
40215,Pushkar,8,high,Cultural,"art,nature,adventure",Pushkar Camel Fair,3
40216,Chennai,6,low,Aesthetic,"art,architecture,temples",Fort St. George,3
40217,Agra,9,high,Adventure,spiritual,Fatehpur Sikri,3
40218,Guwahati,12,low,Relaxed,"history,beaches",Kamakhya Temple,3
40219,Kolkata,3,low,Busy,"beaches,art,urban hotspots",St. Paul's Cathedral,4
40220,Goa,3,high,Romantic,architecture,Anjuna Beach,3
40221,Varanasi,7,low,Luxury,"beaches,entertainment,nature",Manikarnika Ghat,3
40222,Sikkim,10,low,Adventure,"architecture,art",Nathula Pass,4
40223,Shimla,6,low,Aesthetic,temples,Jakhoo Temple,3
40224,Amritsar,8,medium,Foodie,"beaches,architecture",Wagah Border,5
40225,Amritsar,7,medium,Cultural,wildlife,Jallianwala Bagh,3
40226,Leh,11,high,Luxury,"art,food",Pangong Lake,3
40227,Andaman,2,medium,Busy,"shopping,art",Cellular Jail,3
40228,Jaipur,5,medium,Romantic,"nature,adventure",Amber Fort,5
40229,Udaipur,4,medium,Cultural,urban hotspots,Fateh Sagar Lake,5
40230,Mysore,9,medium,Luxury,"architecture,urban hotspots",Mysore Palace,5
40231,Agra,11,high,Adventure,"art,shopping,spiritual",Agra Fort,5
40232,Mysore,6,low,Cultural,architecture,St. Philomena's Church,5
40233,Jaipur,3,medium,Romantic,"entertainment,history,architecture",Amber Fort,5
40234,Bodhgaya,10,low,Romantic,wildlife,Great Buddha Statue,3
40235,Darjeeling,4,high,Aesthetic,"entertainment,beaches,shopping",Tiger Hill,3
40236,Goa,6,high,Adventure,"urban hotspots,entertainment",Fort Aguada,5
40237,Varanasi,2,high,Relaxed,entertainment,Dashashwamedh Ghat,5
40238,Hampi,8,low,Romantic,"entertainment,temples,nature",Lotus Mahal,3
40239,Hyderabad,8,high,Adventure,adventure,Golconda Fort,3
40240,Kerala,12,low,Adventure,"entertainment,temples,shopping",Athirappilly Falls,5
40241,Mumbai,12,high,Relaxed,"beaches,entertainment",Siddhivinayak Temple,3
40242,Mumbai,3,medium,Luxury,history,Chhatrapati Shivaji Terminus,4
40243,Coorg,6,medium,Cultural,nature,Abbey Falls,3
40244,Goa,9,medium,Aesthetic,"history,adventure",Anjuna Beach,3
40245,Guwahati,3,medium,Busy,"shopping,entertainment",Pobitora Wildlife Sanctuary,4
40246,Kolkata,2,medium,Aesthetic,"spiritual,temples,entertainment",Dakshineswar Kali Temple,5
40247,Delhi,8,medium,Busy,entertainment,Humayun's Tomb,5
40248,Sikkim,3,low,Foodie,"beaches,adventure,wildlife",Rumtek Monastery,4
40249,Leh,10,high,Aesthetic,"history,art,entertainment",Leh Palace,5
40250,Pushkar,6,high,Foodie,"beaches,adventure",Varaha Temple,5
40251,Hyderabad,4,medium,Foodie,temples,Charminar,3
40252,Sikkim,5,high,Romantic,temples,Enchey Monastery,3
40253,Leh,5,high,Adventure,art,Magnetic Hill,3
40254,Andaman,12,medium,Cultural,urban hotspots,Havelock Island,3
40255,Kolkata,11,low,Adventure,"art,architecture,adventure",Indian Museum,3
40256,Coorg,10,medium,Cultural,"temples,food,adventure",Madikeri Fort,3
40257,Goa,5,medium,Foodie,"art,history,nature",Calangute Beach,4
40258,Agra,7,medium,Foodie,"urban hotspots,art,spiritual",Taj Mahal,5
40259,Amritsar,4,high,Foodie,"temples,architecture",Partition Museum,5
40260,Chennai,8,medium,Relaxed,"urban hotspots,temples,architecture",Fort St. George,5
40261,Delhi,8,medium,Aesthetic,architecture,India Gate,5
40262,Jaipur,3,medium,Foodie,"shopping,beaches,entertainment",Amber Fort,4
40263,Pushkar,6,medium,Romantic,"shopping,architecture",Varaha Temple,5
40264,Bodhgaya,12,high,Aesthetic,food,Thai Monastery,4
40265,Mysore,7,high,Aesthetic,"urban hotspots,food,adventure",Chamundi Hill,4
40266,Hyderabad,6,low,Aesthetic,"wildlife,nature,architecture",Charminar,4
40267,Chennai,10,high,Aesthetic,"nature,wildlife,urban hotspots",Guindy National Park,4
40268,Jaisalmer,8,medium,Cultural,"wildlife,shopping,spiritual",Gadisar Lake,4
40269,Coorg,14,high,Busy,"history,food,urban hotspots",Raja's Seat,5
40270,Hyderabad,6,medium,Busy,"spiritual,shopping",Golconda Fort,5
40271,Pushkar,8,medium,Cultural,"entertainment,art",Pushkar Lake,3
40272,Mumbai,6,low,Romantic,nature,Siddhivinayak Temple,4
40273,Jaisalmer,4,low,Relaxed,"nature,art",Salim Singh Ki Haveli,5
40274,Mysore,7,low,Aesthetic,"nature,shopping",Rail Museum,3
40275,Kerala,13,medium,Busy,"art,entertainment,food",Wayanad,3
40276,Hampi,14,low,Aesthetic,"shopping,urban hotspots,wildlife",Matanga Hill,4
40277,Jaisalmer,8,low,Relaxed,"nature,spiritual",Sam Sand Dunes,5
40278,Coorg,8,high,Luxury,"architecture,beaches,urban hotspots",Nisargadhama,5
40279,Darjeeling,14,high,Cultural,"architecture,spiritual,adventure",Darjeeling Himalayan Railway,5
40280,Chennai,6,low,Adventure,"art,entertainment,urban hotspots",Fort St. George,4
40281,Agra,2,high,Relaxed,"history,wildlife,nature",Taj Mahal,4
40282,Hyderabad,13,medium,Busy,wildlife,Salar Jung Museum,3
40283,Manali,2,high,Adventure,art,Hadimba Temple,4
40284,Mysore,9,low,Aesthetic,"nature,shopping",Rail Museum,5
40285,Goa,9,medium,Relaxed,"temples,adventure",Fort Aguada,5
40286,Kerala,5,low,Adventure,"temples,architecture,entertainment",Alleppey Backwaters,3
40287,Agra,4,high,Cultural,"food,spiritual",Mehtab Bagh,5
40288,Shimla,8,high,Busy,"food,temples,history",Kufri,5
40289,Kolkata,10,high,Luxury,"urban hotspots,art,nature",Howrah Bridge,3
40290,Kolkata,10,low,Cultural,food,Howrah Bridge,3
40291,Varanasi,7,medium,Cultural,"urban hotspots,shopping",Ramnagar Fort,4
40292,Kerala,5,high,Cultural,spiritual,Kovalam Beach,4
40293,Kolkata,13,low,Busy,"art,beaches,adventure",St. Paul's Cathedral,3
40294,Bodhgaya,3,medium,Relaxed,"urban hotspots,art,temples",Bodhi Tree,3
40295,Chennai,6,medium,Cultural,"temples,shopping,adventure",Fort St. George,3
40296,Varanasi,12,low,Aesthetic,food,Kashi Vishwanath Temple,5
40297,Kolkata,4,low,Luxury,"beaches,wildlife,urban hotspots",Dakshineswar Kali Temple,3
40298,Guwahati,12,high,Cultural,"beaches,nature",Kaziranga National Park,4
40299,Rishikesh,10,low,Aesthetic,"entertainment,urban hotspots,art",Neelkanth Mahadev Temple,5
40300,Hampi,13,medium,Foodie,"art,history,adventure",Matanga Hill,5
40301,Coorg,4,high,Luxury,"temples,art,nature",Abbey Falls,3
40302,Kolkata,5,medium,Romantic,entertainment,Howrah Bridge,3
40303,Manali,2,low,Romantic,"art,food,architecture",Hadimba Temple,4
40304,Guwahati,4,low,Luxury,nature,Kaziranga National Park,3
40305,Kolkata,5,high,Relaxed,architecture,Victoria Memorial,4
40306,Shimla,2,low,Luxury,"art,spiritual",Christ Church,5
40307,Darjeeling,2,low,Aesthetic,"shopping,history,temples",Botanical Garden,5
40308,Amritsar,8,high,Relaxed,"food,adventure,nature",Golden Temple,4
40309,Varanasi,3,medium,Romantic,entertainment,Kashi Vishwanath Temple,3
40310,Coorg,9,high,Foodie,"entertainment,art,shopping",Nisargadhama,4
40311,Goa,9,high,Cultural,"shopping,wildlife,history",Anjuna Beach,5
40312,Amritsar,4,medium,Aesthetic,"wildlife,urban hotspots,history",Durgiana Temple,5
40313,Sikkim,9,low,Cultural,"beaches,adventure,entertainment",Tsongmo Lake,3
40314,Guwahati,7,low,Relaxed,"temples,entertainment,nature",Kamakhya Temple,3
40315,Andaman,13,medium,Foodie,beaches,Cellular Jail,5
40316,Delhi,12,high,Busy,"art,urban hotspots,architecture",Lotus Temple,4
40317,Kolkata,8,medium,Romantic,"history,wildlife,urban hotspots",Howrah Bridge,4
40318,Kerala,12,high,Cultural,history,Athirappilly Falls,3
40319,Kolkata,10,medium,Aesthetic,"shopping,food",Dakshineswar Kali Temple,4
40320,Jaisalmer,12,high,Aesthetic,"beaches,art,shopping",Patwon Ki Haveli,3
40321,Chennai,2,medium,Aesthetic,food,San Thome Basilica,3
40322,Udaipur,11,high,Relaxed,"history,adventure",Fateh Sagar Lake,3
40323,Andaman,9,high,Aesthetic,"nature,food",Cellular Jail,3
40324,Mysore,7,low,Busy,temples,Chamundi Hill,3
40325,Pushkar,4,low,Romantic,"art,history,temples",Savitri Temple,4
40326,Jaipur,14,high,Romantic,"temples,architecture",Hawa Mahal,4
40327,Bangalore,9,low,Adventure,entertainment,Nandi Hills,5
40328,Chennai,14,low,Relaxed,wildlife,Marina Beach,3
40329,Manali,7,medium,Foodie,architecture,Solang Valley,3
40330,Hampi,10,low,Foodie,"art,spiritual,nature",Matanga Hill,4
40331,Jaipur,6,low,Aesthetic,"history,entertainment",Jantar Mantar,3
40332,Jaipur,3,low,Foodie,"architecture,food,entertainment",Hawa Mahal,4
40333,Chennai,6,medium,Foodie,"entertainment,food,shopping",Guindy National Park,5
40334,Andaman,5,medium,Luxury,"entertainment,beaches,art",Cellular Jail,4
40335,Darjeeling,11,low,Cultural,"shopping,food",Botanical Garden,5
40336,Kerala,9,low,Cultural,"urban hotspots,art,wildlife",Munnar,3
40337,Goa,5,high,Foodie,urban hotspots,Calangute Beach,5
40338,Shimla,2,medium,Cultural,"architecture,spiritual",Jakhoo Temple,5
40339,Jaisalmer,7,medium,Busy,shopping,Gadisar Lake,3
40340,Chennai,3,low,Foodie,beaches,San Thome Basilica,4
40341,Agra,14,high,Relaxed,"adventure,spiritual,nature",Itmad-ud-Daulah,3
40342,Pondicherry,13,medium,Relaxed,"urban hotspots,architecture",Aurobindo Ashram,3
40343,Andaman,11,low,Aesthetic,"temples,architecture,art",Cellular Jail,3
40344,Manali,13,medium,Busy,"entertainment,art",Solang Valley,4
40345,Coorg,9,medium,Adventure,"entertainment,beaches",Abbey Falls,5
40346,Agra,2,low,Cultural,"food,art,beaches",Taj Mahal,5
40347,Rishikesh,13,low,Foodie,"urban hotspots,temples",Neelkanth Mahadev Temple,4
40348,Kolkata,10,medium,Romantic,art,Howrah Bridge,4
40349,Hampi,2,low,Romantic,"art,beaches",Hampi Bazaar,5
40350,Kerala,8,medium,Foodie,"urban hotspots,nature",Alleppey Backwaters,3
40351,Kerala,5,low,Aesthetic,"food,urban hotspots,shopping",Alleppey Backwaters,5
40352,Manali,3,low,Romantic,"entertainment,beaches",Old Manali,5
40353,Mumbai,3,high,Busy,beaches,Elephanta Caves,3
40354,Andaman,8,high,Relaxed,art,Havelock Island,3
40355,Kolkata,4,high,Foodie,history,Victoria Memorial,4
40356,Jaipur,12,low,Busy,"temples,history",Hawa Mahal,5
40357,Leh,2,high,Romantic,"beaches,art",Shanti Stupa,3
40358,Coorg,4,high,Aesthetic,"adventure,urban hotspots,shopping",Dubare Elephant Camp,3
40359,Rishikesh,11,low,Luxury,"nature,urban hotspots",Neelkanth Mahadev Temple,4
40360,Hyderabad,5,high,Busy,"shopping,history",Golconda Fort,3
40361,Kolkata,2,high,Relaxed,beaches,Indian Museum,5
40362,Delhi,14,medium,Busy,"temples,wildlife,food",India Gate,3
40363,Varanasi,14,low,Busy,"shopping,spiritual,beaches",Manikarnika Ghat,4
40364,Kolkata,8,medium,Aesthetic,art,St. Paul's Cathedral,5
40365,Manali,2,low,Luxury,wildlife,Old Manali,3
40366,Kerala,13,high,Aesthetic,shopping,Kovalam Beach,3
40367,Manali,6,low,Adventure,nature,Old Manali,4
40368,Pondicherry,11,low,Foodie,"architecture,adventure",Botanical Garden,5
40369,Pondicherry,7,high,Cultural,"food,architecture,history",Aurobindo Ashram,3
40370,Andaman,12,medium,Cultural,art,Havelock Island,5
40371,Mumbai,14,low,Aesthetic,wildlife,Gateway of India,4
40372,Manali,12,high,Busy,"adventure,spiritual",Rohtang Pass,3
